stop_code,stop_name,stop_lat,stop_lon
44025,תחנת מוניות ראשון לציון קאנטרי קלאב,31.949501,34.786387
37413,מסוף קניון הזהב,31.988604,34.775088
37456,התקומה/ההסתדרות,31.969032,34.77904
37477,רנה קאסן/שדרות יצחק רבין,31.975469,34.762135
37476,חנה ומיכאל לוין/אולגה ויהושע,31.965565,34.824364
37475,החלוצים/עין זיוון,31.984776,34.762805
37474,החלוצים/יונתן,31.983427,34.765217
30065,רבי עקיבא/רבי נחמיה מוטא,31.947707,34.823116
30064,רבי עקיבא/רבי נחמיה מוטא,31.947781,34.823278
30063,קנר/משה שרת,31.992743,34.754769
30060,שדרות מינסטר/שדרות רחבעם זאבי,31.991811,34.746649
30497,יעקב פריימן/תנועות הנוער,31.974135,34.816838
30549,רחבעם זאבי/שדרות מינסטר,31.991852,34.747253
31040,ראשון לציון/זכרון יעקב,32.101389,34.876859
30992,ראשון לציון/שרגא רפאלי,32.106284,34.875933
31218,כורש/ארגמן,31.996944,34.743608
31371,שדרות רחבעם זאבי/כורש,31.994751,34.740157
31439,זלמן שז''ר/חיל התותחנים,31.997106,34.738346
31438,זלמן שז''ר/חיל הנדסה,31.996211,34.741303
31762,אלי כהן/האחים גלזר,31.985153,34.808204
31761,אלי כהן/גיבורי ישראל,31.985288,34.808144
31760,אלי כהן/מעפילי אקסודוס,31.986263,34.806552
32006,אריה שנקר/התגלית,31.951159,34.760783
39941,מסוף קניון הזהב,31.989034,34.775225
33114,לוז/התפוז,31.987439,34.804398
33112,לוז/בארי,31.989915,34.805938
33108,שלום שבזי/גיבורי ישראל,31.99055,34.809113
33106,גיבורי ישראל/שלום שבזי,31.989225,34.810723
33132,יעקב פריימן/תנועות הנוער,31.973492,34.817952
33727,אברהם בר/רוז'נסקי,31.985098,34.773428
35258,התזמורת/הפסנתר,31.966947,34.773343
35286,המהר''ל מפראג/עובדיה,31.948002,34.822188
35285,המהר''ל מפראג/הרב חיים דוד הלוי,31.947125,34.818151
35284,רבי יהודה הנשיא/הרב חיים דוד הלוי,31.947399,34.817125
35283,רבי יהודה הנשיא/שמגר,31.948362,34.813134
35282,רבי יהודה הנשיא/הסנהדרין,31.948039,34.813806
35561,רבי עקיבא/חיים חפר,31.94648,34.828606
35556,רבי עקיבא/חיים חפר,31.946312,34.828888
35546,דודו דותן/חיים חפר,31.948178,34.830926
35542,חיים חפר/דודו דותן,31.947942,34.830324
35529,חיים חפר/דודו דותן,31.948704,34.830484
35666,שדרות הציונות/דרך המכבים,31.981084,34.808515
36049,צומת בית דגן/כביש 412,32.001305,34.820772
36146,חונים נוסעים ראשון לציון/יוסף טומי לפיד,31.973013,34.752568
36145,חונים נוסעים ראשון לציון/דרך ההצלחה,31.972627,34.751512
36265,יוסף טומי לפיד/דרך ההצלחה,31.974203,34.750745
36057,תחנה מרכזית/ההסתדרות,31.966063,34.785934
36054,ת. מרכזית ראשל''צ/ההסתדרות,31.966391,34.784035
36494,אפרים קישון/אריק איינשטיין,31.9493,34.827589
36055,מסוף אבי האסירים,31.954371,34.803814
39941,מסוף קניון הזהב,31.989034,34.775225
36055,מסוף אבי האסירים,31.954371,34.803814
36055,מסוף אבי האסירים,31.954371,34.803814
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
39941,מסוף קניון הזהב,31.989034,34.775225
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
33512,ת. מרכזית ראשל''צ/רציפים,31.96779,34.785633
36664,משה שרת/פנקס,31.995642,34.750332
36749,שדרות רחבעם זאבי/דיסקונט,31.989129,34.752723
36751,שדרות רחבעם זאבי/דיסקונט,31.988594,34.753272
36926,שלמה לוי/שער יפו,31.962154,34.827882
36925,שלמה לוי/ירושלים,31.960491,34.828193
36988,שדרות משה דיין/נדב בסקינד,31.984346,34.767163
36990,שדרות משה דיין/אברהם בר,31.982339,34.771198
37002,אברהם בר/ילדי טהרן,31.984075,34.773098
37003,אברהם בר/דוד סחרוב,31.98812,34.775305
37010,קניון הזהב/אברהם בר,31.989364,34.776058
37001,אברהם בר/ילדי טהרן,31.983014,34.772199
37004,קניון הזהב/אברהם בר,31.989385,34.776371
37011,שייקה דן/לזרוב,31.991695,34.776876
37023,שדרות משה דיין/יוסף לישנסקי,31.986351,34.762775
37496,כביש 44/דרך חיים הרצוג,31.974783,34.840117
37494,כביש 4311/התגלית,31.94849,34.762274
37516,הר סיני/סעדיה גאון,31.946036,34.827446
37567,בנימין שמוטקין/התעשיין,31.983695,34.814951
2883,תחנה תפעולית/חניון מעוין שורק,31.953053,34.776262
3404,ראשון לציון/שרגא רפאלי,32.105077,34.87624
39650,בית ספר רמב''ם/הרב שלום שבזי,32.090333,34.948825
39660,פארק סיבל/יציאה מכביש 5,32.10624,34.961352
39661,מחלף ראש העין מזרח,32.107139,34.961855
39662,מחלף ראש העין מזרח,32.107606,34.962074
39669,קיבוץ גלויות/נחל רבה,32.100308,34.969446
39670,קיבוץ גלויות/דרך בגין,32.096941,34.97054
39707,צומת רכבת ראש העין צפון,32.123156,34.93743
39709,מחלף קסם,32.114882,34.941641
32007,צה''ל/אבן עזרא,32.100029,34.94814
32011,מחלף ראש העין דרום לדרום,32.082903,34.950875
32017,צומת רכבת קסם,32.124664,34.937687
32021,מחלף ראש העין דרום לצפון,32.084393,34.951577
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32569,מחלף קסם,32.115483,34.941008
32571,כביש 444/המרץ,32.105149,34.936031
32573,מכללת ראש העין/מבצע בזק,32.094253,34.973436
32574,מכללת ראש העין/מבצע בזק,32.094237,34.973739
32578,בית הקשת / ברקן,32.094059,34.979602
32582,דרך הציונות / הדרור,32.100413,34.962434
32583,דרך הציונות/בזלת,32.100446,34.962133
32584,דרך הציונות/יונה,32.101944,34.960656
32585,דרך הציונות/בזלת,32.103535,34.959327
32586,דרך הציונות/יונה,32.102185,34.960643
32587,בית ספר טל/דרך מנחם בגין,32.097546,34.960232
32588,חטיבת ביניים גוונים/מנחם בגין,32.097645,34.96273
32589,חטיבת ביניים גוונים/מנחם בגין,32.097544,34.962229
32591,דרך מנחם בגין/הפרחים,32.096958,34.965021
32592,דרך בגין/דן,32.096426,34.966527
32593,דרך מנחם בגין/הפרחים,32.09713,34.964913
32595,שכונת נווה אפק/ה' באייר,32.096447,34.976638
32596,גינת מבצע דני/ה' באייר,32.099021,34.975084
32597,ה' באייר / מבצע דני,32.096624,34.974123
32598,ה' באייר/בזק,32.094644,34.972173
32599,ה' באייר/מבצע חירם,32.096859,34.97138
32600,צומת פארק אפק,32.108532,34.962838
32601,המלאכה/עמל,32.108246,34.969513
32602,מרכז תעסוקה לנכה/המלאכה,32.10944,34.967144
32603,המרץ/היצירה,32.105566,34.939485
32604,אזור תעשיה,32.1057,34.939714
32605,המרץ/444,32.106074,34.937694
32607,הנביאים/וולפסון,32.096632,34.948734
32608,הנביאים/וולפסון,32.096656,34.948631
32612,הרב שלום שבזי/בעל מלאכת שלמה,32.088918,34.950899
32613,הרב שלום שבזי/בעל מלאכת שלמה,32.088442,34.951297
32614,הרב שלום שבזי/העצמאות,32.097436,34.94278
32615,הרב שלום שבזי / שלמה המלך,32.095665,34.944432
32616,כיכר אלי כהן / הרב שלום שבזי,32.099276,34.941532
32618,מצפה אפק/הרב שלום שבזי,32.087166,34.958364
32619,הרב שלום שבזי / צה''ל,32.097449,34.943007
32620,הרב שלום שבזי/שלום מנצורה,32.0992,34.941369
32621,מצפה אפק/הרב שלום שבזי,32.087046,34.958442
32622,ככר המשוררים,32.087423,34.954011
32623,הרב שלום שבזי / רמת הגולן,32.086917,34.955635
32624,הרב שלום שבזי / רמת הגולן,32.086795,34.955516
32625,שבזי/וולפסון,32.095598,34.944248
32626,הרש''ש/הנביאים,32.098406,34.949646
32629,אבן עזרא/הגר''א,32.102655,34.946207
32630,הרש''ש/הנביאים,32.098496,34.949713
32632,וולפסון/הנביאים,32.096424,34.9485
32635,ז'בוטינסקי/שילה,32.089013,34.96056
32636,ז'בוטינסקי / כרמל,32.09038,34.961416
32637,ז'בוטינסקי / כרמל,32.0901,34.961325
32638,צומת כרמל,32.093691,34.963853
32639,מרכז מסחרי/ז'בוטינסקי,32.092294,34.965935
32640,ז'בוטינסקי/משה דיין,32.092963,34.964991
32641,ז'בוטינסקי/זית,32.093088,34.961371
32645,יהודה הלוי/ שילה,32.092166,34.954192
32647,הרב שלום שבזי/יהודה הלוי,32.087758,34.953017
32648,יהודה הלוי/הנביאים,32.098964,34.954695
32649,יהודה הלוי/צה''ל,32.101608,34.954574
32652,יהודה הלוי/מלכי ישראל,32.091845,34.953967
32653,יהודה הלוי/תיכון בגין,32.090619,34.95384
32654,יהודה הלוי/רש''י,32.099797,34.954973
32655,יהודה הלוי/רש''י,32.088279,34.953659
32656,בי''ס תיכון בגין/יהודה הלוי,32.090292,34.954004
32657,יהושע בן נון/צה''ל,32.102346,34.954574
32658,יהושע בן נון/יחיא יצחק הלוי,32.102824,34.952082
32661,יהושע בן נון/כנפי נשרים,32.103965,34.947376
32662,יהושע בן נון/יחיא יצחק הלוי,32.103088,34.951177
32664,פארק סיבל/יציאה לכביש 5,32.108854,34.961605
32669,מלכי ישראל/עליזה בגין,32.09397,34.949957
32670,מלכי ישראל/עליזה בגין,32.0943,34.949714
32671,מלכי ישראל/יהודה הלוי,32.09263,34.95259
32672,מלכי ישראל/ג'ון קנדי,32.093038,34.95161
32673,יהודה הלוי/מלכי ישראל,32.092483,34.953663
32674,שלום מנצורה/הרב שלום זכריה,32.101512,34.941065
32675,שלום מנצורה/רבי עקיבא,32.102019,34.9412
32676,שוק/מנצורה,32.104628,34.941635
32677,מנצורה/המרץ,32.104442,34.941775
32678,גן ציבורי/משה דיין,32.096861,34.963639
32679,משה דיין/מנחם בגין,32.096487,34.963891
32680,משה דיין/דן,32.094713,34.965293
32681,מנור/נווה אפיקים,32.09133,34.975106
32682,מכללת ראש העין/נווה אפיקים,32.092921,34.972441
32683,נווה אפיקים/בשן,32.092185,34.977773
32684,בית הקשת/נווה אפיקים,32.09337,34.979395
32685,מכללת ראש העין/נווה אפיקים,32.092838,34.972736
32686,נווה אפיקים/מתנ''ס לב אפק,32.093115,34.970968
32688,מנור/נווה אפיקים,32.09142,34.975099
32689,נווה אפיקים/מתנ''ס לב אפק,32.092862,34.970582
32690,נחל רבה/חט''ב גוונים,32.098953,34.963262
32691,נחל רבה/דרך הציונות,32.099615,34.964129
32692,נחל רבה/חט''ב גוונים,32.098018,34.963342
32693,נתן שאול/יהודה הלוי,32.102112,34.955338
32695,בית העלמין,32.103306,34.958089
32696,'עמל א,32.106728,34.967535
32697,עמל/המלאכה,32.106323,34.970417
32699,צה''ל/זכריה משה,32.099058,34.945597
32701,צה''ל/חזון אי''ש,32.098574,34.94427
32702,צה''ל/חזון אי''ש,32.098412,34.944139
32703,צה''ל/יהושע בן נון,32.101824,34.9538
32704,צה''ל/השריון,32.099303,34.945923
32705,צה''ל/אבן עזרא,32.100035,34.947882
32706,צה''ל/הרש''ש,32.100402,34.9492
32707,צה''ל/הרש''ש,32.10053,34.949285
32708,צה''ל/מודיעין,32.101268,34.951608
32709,צה''ל/מודיעין,32.101389,34.952374
32713,קיבוץ גלויות/ז'בוטינסקי,32.091327,34.970119
32714,רש''י/החלוץ,32.090631,34.957175
32715,רש''י/צדק,32.089682,34.956231
32716,רש''י/הגליל,32.097384,34.956844
32717,רש''י/הגליל,32.098,34.956905
32718,רש''י/רעות,32.099268,34.955994
32719,רש''י/ששת הימים,32.094742,34.957413
32720,רש''י/ששת הימים,32.095155,34.957359
32721,רש''י/שילה,32.092292,34.958019
32722,רש''י/שילה,32.093179,34.958186
32723,רש''י/רעות,32.09925,34.956203
32724,שד. שלמה המלך/אצ''ל,32.093812,34.941685
32725,צומת שבזי,32.095005,34.944155
32726,שד. שלמה המלך/אפק,32.093783,34.942043
32727,צומת שבזי,32.095179,34.944074
32783,יהושע בן נון/יחיא יצחק הלוי,32.103322,34.949294
32887,יהושע בן נון/כנפי נשרים,32.103923,34.946717
33022,אבן עזרא/הגר''א,32.102536,34.946117
34719,מחלף קסם,32.113766,34.939325
35366,הרב שלום שבזי/שלמה מעודה,32.093034,34.94634
35367,ז'בוטינסקי/מרכז מסחרי,32.091469,34.966915
35368,בית עלמין,32.10331,34.956924
35369,יהושע בן נון/הרש''ש,32.103499,34.949275
35370,דרך מנחם בגין/דן,32.096331,34.967836
35372,בית ספר טל/דרך מנחם בגין,32.097739,34.959295
35420,יהודה הלוי/רש''י,32.089111,34.95465
35421,רש''י/החלוץ,32.091094,34.957407
35422,רש''י/יהודה הלוי,32.089181,34.95423
35424,רש''י/צדק,32.089587,34.956246
35607,צומת עינת לצפון/כביש 444,32.090468,34.943421
35610,כביש 444 לצפון/שד' שלמה המלך,32.093495,34.939967
35861,הרב שלום שבזי/משעול הרב שלמה מדר,32.089956,34.949032
36365,יהודה הלוי/הרב כלף,32.095966,34.9544
36983,ברקן/בזק,32.093606,34.974684
36985,ברקן/ארבל,32.094237,34.976028
36986,נווה אפיקים/בשן,32.092269,34.977734
37553,הרב שלום שבזי/שלמה מעודה,32.093631,34.945996
37557,יהודה הלוי/הרב כלף,32.095546,34.95453
37874,שילה/רש''י,32.09277,34.956672
37875,שילה/רש''י,32.093002,34.957584
38726,הפרחים/ורד,32.099212,34.967348
38728,עירית/אמנון ותמר,32.097206,34.967967
38729,דן/דרך מנחם בגין,32.095842,34.967119
38730,כרמל/אלון,32.092324,34.964173
38738,דן/זיו,32.094909,34.966854
38956,הנביאים/קנדי,32.09898,34.951548
44033,תחנת מוניות ראש העין נתן שאול,32.103435,34.957438
44032,תחנת מוניות ראש העין נתן שאול,32.103298,34.957582
30213,נתן אלתרמן,32.083132,34.981515
30211,נתן אלתרמן/יגאל אלון,32.084638,34.981434
30205,נתן אלתרמן/יגאל אלון,32.083971,34.981805
30197,תרצה אתר,32.088244,34.981155
30192,אלוף הרב גורן,32.089327,34.980665
30180,יגאל אלון/אלוף הרב גורן,32.088011,34.976723
30179,גולדה מאיר/יגאל אלון,32.088282,34.974282
30177,גולדה מאיר/יגאל אלון,32.088756,34.9744
30175,גולדה מאיר/חיים הרצוג,32.085446,34.971537
30174,הרב שלום שבזי/ש''י עגנון,32.084539,34.968689
30173,הרב שלום שבזי/ש''י עגנון,32.08463,34.968828
30170,הרב שלום שבזי/נלי זקס,32.084515,34.965352
30168,ככר המשוררים/יהודה לוי,32.086808,34.953509
30842,אבן עזרא/מודיעין,32.10083,34.946671
30841,אבן עזרא/מודיעין,32.10073,34.946598
31320,קיבוץ גלויות/נווה אפיקים,32.092186,34.969894
31296,קיבוץ גלויות/נווה אפיקים,32.093311,34.96999
31295,וולפסון/הרב שלום שבזי,32.09562,34.94516
31406,מנור/איילון,32.090593,34.975576
31388,מנור/פולג,32.089854,34.975269
31379,וולפסון/הנביאים,32.096338,34.948405
31486,עירית/יקינטון,32.097296,34.968431
31484,גלוסקא/העצמאות,32.097468,34.939818
31477,המוביל הארצי/הירקון,32.098483,34.938575
31487,כרמל/לכיש,32.08985,34.964323
31480,הירקון/העצמאות,32.097079,34.938691
31479,הירקון/התנאים,32.097351,34.93832
31472,המוביל הארצי,32.098837,34.938246
31729,יהושע בן נון/שלום מנצורה,32.104791,34.943717
31728,יהושע בן נון/אפיק,32.104676,34.944656
31786,הרב שלום שבזי/נלי זקס,32.084701,34.964125
31785,חיים הרצוג/נתן אלתרמן,32.081845,34.980176
31784,נתן אלתרמן/חיים הרצוג,32.082106,34.981003
31783,אלוף הרב גורן/יגאל אלון,32.088085,34.977401
31782,יגאל אלון/יפה ירקוני,32.087361,34.977545
31781,יגאל אלון/שייקה אופיר,32.086541,34.979069
31780,גולדה מאיר/חיים הרצוג,32.086484,34.972803
31779,חיים הרצוג/שייקה אופיר,32.084405,34.975473
31778,גולדה מאיר/הרב שלום שבזי,32.084131,34.971006
31777,גולדה מאיר/שדרות בן גוריון,32.083069,34.971182
31776,שדרות בן גוריון/גולדה מאיר,32.082722,34.970032
31775,שדרות בן גוריון/נלי זקס,32.081748,34.965694
31774,שדרות בן גוריון/נלי זקס,32.081808,34.963619
31773,שדרות בן גוריון/חיים וייצמן,32.083317,34.960959
31772,שדרות בן גוריון/חיים וייצמן,32.084658,34.960229
31771,הרב שלום שבזי/שילה,32.085811,34.958108
31770,שדרות בן גוריון/יהודה הלוי,32.084122,34.954968
31822,הרב שלום שבזי/חיים וייצמן,32.085046,34.960936
31820,אלוף הרב גורן/יגאל אלון,32.088108,34.977288
31817,יגאל אלון/תרצה אתר,32.086168,34.98012
31815,חיים הרצוג/נתן אלתרמן,32.081286,34.980857
31814,חיים הרצוג/שייקה אופיר,32.083802,34.976185
31811,חיים הרצוג/גולדה מאיר,32.08572,34.972623
33387,יוסי בנאי/לאה גולדברג,32.086996,34.983853
33385,יוסי בנאי/דליה רביקוביץ,32.084645,34.984744
33526,אלוף הרב גורן/תרצה אתר,32.088578,34.981695
33525,שדרות בן גוריון/חיים הרצוג,32.080612,34.983455
35345,שדרות בן גוריון,32.088349,34.983083
35470,מעיין/אפיק,32.10579,34.945298
35465,מעיין/אפיק,32.105554,34.945797
35464,שמואל הנביא/אחיה השילוני,32.078229,34.982522
35463,שמואל הנביא/אחיה השילוני,32.078004,34.981989
35460,חבקוק/מרים הנביאה,32.079742,34.984337
35459,חבקוק/שדרות בן גוריון,32.079852,34.983486
35458,מרים הנביאה/שמואל הנביא,32.07869,34.985009
35457,מרים הנביאה/שמואל הנביא,32.079139,34.984774
35455,מרים הנביאה/אליהו הנביא,32.0766,34.988838
35453,אליהו הנביא/זכריה,32.076849,34.989087
35452,אליהו הנביא/עמוס הנביא,32.079011,34.988442
35431,אליהו הנביא/שמואל הנביא,32.080342,34.987885
35427,אליהו הנביא/מרים הנביאה,32.081507,34.987658
35408,אליהו הנביא/ירמיהו הנביא,32.082675,34.986822
35395,אליהו הנביא/ירמיהו הנביא,32.082907,34.98637
35479,אלברט איינשטיין/נלי זקס,32.086803,34.965876
35478,אלברט איינשטיין/נלי זקס,32.086613,34.966238
35481,חיים הרצוג/ניסים אלוני,32.082662,34.978286
35658,מרים הנביאה/עמוס הנביא,32.077154,34.986749
35656,מרים הנביאה/עמוס הנביא,32.077479,34.986352
36036,אפיק/יהושע בן נון,32.104897,34.945403
36035,חיים הרצוג/ניסים אלוני,32.08308,34.977947
36133,מתחם נצבא,32.112445,34.941549
36128,מתחם נצבא,32.111795,34.940668
36377,אלברט איינשטיין/ש''י עגנון,32.086791,34.968429
36374,אלברט איינשטיין/ש''י עגנון,32.086583,34.967925
36318,אלברט איינשטיין/גולדה מאיר,32.087068,34.971961
36317,אלברט איינשטיין/גולדה מאיר,32.086901,34.972143
35910,כרמל/ז'בוטינסקי,32.08946,34.961537
36920,הרב שלום שבזי/שילה,32.085649,34.958617
37284,תחנת רכבת ראש העין צפון/הורדה,32.121336,34.934637
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
32052,תחנת רכבת ראש העין צפון/רציפים,32.121176,34.934822
37523,דרך אריאל שרון/כביש 444,32.110957,34.937612
38579,קאסם,32.105232,34.966865
20902,שד' ישראל גורי/דרך קיבוץ גלויות,32.046386,34.780691
21000,ביה''ח איכילוב/שד' דוד המלך,32.079787,34.787792
21005,ארלוזורוב/דיזנגוף,32.087073,34.774385
21022,ת. רכבת השלום,32.073483,34.791645
21023,ת. רכבת השלום,32.072666,34.79339
21024,לאונרדו דה וינצ'י/קפלן,32.073875,34.784808
21028,דרך השלום/יגאל אלון,32.071995,34.795651
21030,דרך השלום/דרך יצחק רבין,32.065178,34.803052
21031,דרך השלום/דרך יצחק רבין,32.065604,34.802729
21032,דרך השלום/המאבק,32.059083,34.809867
21033,דרך השלום/המאבק,32.05894,34.809636
21035,ארלוזורוב/דרך נמיר,32.08276,34.793207
21038,הוועד הפועל/ארלוזורוב,32.08473,34.78481
21043,ירקון/ויתקין,32.091854,34.773124
21068,ארלוזורוב/משה שרת,32.084075,34.787875
21078,בן יהודה/ז'בוטינסקי,32.08935,34.773724
21080,דרך השלום/תוצרת הארץ,32.071565,34.797751
21089,נמל תל אביב/הירקון,32.095145,34.774308
21090,בן יהודה/ירמיהו,32.094109,34.775142
21092,שד' לוי אשכול/דב האוזנר,32.109944,34.788905
21100,לונדון מיניסטור/שד' שאול המלך,32.075465,34.78282
21104,הירקון/ארלוזורוב,32.087939,34.771282
21107,שד' לוי אשכול/אינשטיין,32.111741,34.789253
21118,בית העלמין/דרך השלום,32.070419,34.801417
21119,דרך השלום/שדרות ההשכלה,32.071418,34.797494
21123,עיריית תל אביב-יפו/אבן גבירול,32.082493,34.781427
21126,ערבי נחל/בורוכוב,32.078332,34.800753
21127,אבן גבירול/פרופ' שור,32.089768,34.782735
21133,דרך השלום/דרך הטייסים,32.06176,34.804856
21134,דרך השלום/דרך הטייסים,32.062113,34.804298
21136,רבנות תל אביב/שד' דוד המלך,32.080036,34.784509
21139,ת. רכבת תל אביב סבידור/על פרשת דרכים,32.082475,34.795453
21140,ת. רכבת תל אביב סבידור/על פרשת דרכים,32.08224,34.795351
21150,לונדון מיניסטור/שד' שאול המלך,32.075664,34.782893
21155,ארלוזורוב/שלמה המלך,32.086039,34.778783
21163,מרכז הספורט/בכור שטרית,32.105868,34.820154
21173,ביה''ח איכילוב/ויצמן,32.080094,34.788557
21179,אלנבי/יהודה הלוי,32.061549,34.77366
21188,דרך נמיר/יהודה המכבי,32.095376,34.794137
21190,אורט סינגלובסקי/דרך הטייסים,32.058525,34.803997
21192,פרישמן/שלמה המלך,32.079549,34.777576
21194,דרך משה דיין/ההגנה,32.052456,34.799862
21199,קניון רמת אביב/ברודצקי,32.112327,34.797919
21206,בית המשפט/ויצמן,32.078598,34.788342
21209,לה גווארדייה/לוחמי גליפולי,32.059086,34.795294
21215,ביה''ס אלומות/רדינג,32.108371,34.79409
21216,רדינג/אשר ברש,32.109117,34.794712
21218,דרך הטייסים/עודד,32.054438,34.810845
21219,בית עלמין צבאי/משה סנה,32.128115,34.828144
21221,קריית הממשלה/דרך מנחם בגין,32.070648,34.78884
21226,יהודה הלוי/שיינקין,32.067083,34.779432
21227,קמפוס ברושים/שלום רוזנפלד,32.106714,34.802794
21234,שד' קק''ל/שלמה בן יוסף,32.122078,34.798889
21235,קמפוס ברושים/שלום רוזנפלד,32.106087,34.801005
21237,יצחק שדה/המסגר,32.065676,34.785302
21238,בית המשפט/ויצמן,32.078868,34.788581
21241,יהודה הלוי/נחלת בנימין,32.061662,34.771205
21243,החשמונאים/דרך מנחם בגין,32.069409,34.786788
21244,דרך מנחם בגין/הרכבת,32.063416,34.780072
21254,צומת חולון/דרך השיריון,32.038789,34.779755
21256,ת.מרכזית תל אביב קומה 6/רציפים,32.055908,34.779085
21264,לה גווארדייה/יגאל אלון,32.059304,34.790544
21265,דרך בר לב/דרך הטייסים,32.044958,34.8114
21270,מבצע קדש/ראול ולנברג,32.106557,34.827452
21273,שד' קק''ל/אופנהיימר,32.121636,34.80015
21274,מחלף לה גווארדייה,32.059454,34.786354
21277,דרך משה דיין/ההגנה,32.051417,34.8
21281,פארק וולפסון/דרך הטייסים,32.056367,34.806825
21282,דרך הטייסים/דרך בר לב,32.046202,34.813526
21286,דרך בר לב/אונטרמן,32.045863,34.804118
21287,דרך בר לב/שד' ששת הימים,32.045144,34.808098
21289,אסותא/יגאל אלון,32.069847,34.793808
21301,לה גווארדייה/הגיבור האלמוני,32.059183,34.798721
21303,בית הדר דפנה/שד' שאול המלך,32.077609,34.791101
21305,גן התקווה/דרך ההגנה,32.053625,34.794493
21307,ביה''ס נתיב/דרך ההגנה,32.053634,34.79721
21311,גן התקווה/דרך ההגנה,32.053834,34.793863
21315,קניון טי.אל.וי/החשמונאים,32.069583,34.784201
21316,החשמונאים/יהודה הלוי,32.06998,34.780607
21317,יגאל אלון/לה גווארדייה,32.059696,34.792069
21318,היכל הספורט/יגאל אלון,32.060644,34.791891
21324,יצחק שדה/שונצינו,32.065035,34.787877
21342,הרכבת/בני ברק,32.060522,34.781999
21356,ראול ולנברג/הנחושת,32.109949,34.837112
21357,ראול ולנברג/הארד,32.111693,34.838729
21358,ראול ולנברג/משמר הירדן,32.106733,34.830514
21366,כיכר דיזנגוף/דיזנגוף,32.078936,34.773907
21367,כיכר מסריק/פרישמן,32.079068,34.778823
21376,חברת החשמל/דרך מנחם בגין,32.061845,34.777575
21385,מכון התקנים/חיים לבנון,32.107651,34.801294
21387,חיים לבנון/ד''ר ג'ורג' וויז,32.110208,34.80153
21388,האוניברסיטה/חיים לבנון,32.113964,34.801289
21389,חיים לבנון/קלצ'קין,32.117801,34.801382
21394,חיים לבנון/קלצ'קין,32.119043,34.801869
21397,שד' רוטשילד/אלנבי,32.063554,34.773702
21398,יגאל אלון/דרך השלום,32.073136,34.794982
21399,יגאל אלון/עמק ברכה,32.07658,34.796208
21400,יגאל אלון/עמק ברכה,32.077451,34.796819
21401,יגאל אלון/ערבי נחל,32.078727,34.798278
21402,יגאל אלון/ערבי נחל,32.078797,34.79821
21406,יגאל אלון/יצחק שדה,32.064876,34.792274
21407,יגאל אלון/ההגנה,32.054622,34.791709
21413,יהודה הלוי/החשמונאים,32.069303,34.780756
21414,יהודה הלוי/נחמני,32.064609,34.777217
21415,דרך נמיר/יהודה המכבי,32.095157,34.794466
21421,ביה''ס ניב/יצחק שדה,32.063825,34.796455
21422,יצחק שדה/שונצינו,32.065133,34.787835
21423,חיים לבנון/רדינג,32.103428,34.795796
21426,דרך מנחם בגין/אלנבי,32.06059,34.775001
21433,פארק וולפסון/דרך הטייסים,32.056554,34.806935
21434,לה גווארדייה/יגאל אלון,32.059204,34.791053
21436,דרך בר לב/אונטרמן,32.046062,34.804024
21437,דרך בר לב/שד' ששת הימים,32.045205,34.808983
21438,לה גווארדייה/שער הגיא,32.059214,34.79378
21445,ת.רק''ל אלנבי,32.062167,34.773355
21446,עירוני ה'/בן יהודה,32.095047,34.775551
21451,מגדל שלום/אחד העם,32.063639,34.770359
21453,מגדל שלום/הרצל,32.063828,34.769838
21454,יגאל אלון/הפלמ''ח,32.062878,34.792016
21455,מגרשי הטניס/בכור שטרית,32.106365,34.816519
21457,היכל הספורט/יגאל אלון,32.061469,34.792128
